frameRate	psychopyVersion	expName	date	eeg_record	stim_set	id	TrialNumber	image	category	subcategory	image_file	repeat	ran	order	break_text.started	break_text.stopped	delay_red_fix.started	delay_red_fix.stopped	jitter	stim_image.started	stim_image.stopped	photosensor_dot.started	photosensor_dot.stopped	trial_red_rix.started	trial_red_rix.stopped	response.keys	response.started	response.stopped	resp	rt	correct	response.rt
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	101	fishskeleton.jpg	objects	natural	sof_images/objects/fishskeleton.jpg	1	1	100	None	None	None	None	125	528.04425	528.5446	528.04425	528.5446	527.5439	527.5438606	None	528.04425	None	n/a	-99	1	--
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	102	fishskeleton.jpg	objects	natural	sof_images/objects/fishskeleton.jpg	2	1	101	None	None	None	None	121	530.3058	530.80615	530.3058	530.80615	529.8055	529.805461	j	530.3058	None	j	0.8013544	1	0.8013544
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	103	manmade_040.jpg	scenes	manmade	sof_images/scenes/manmade_040.jpg	1	1	102	None	None	None	None	120	532.5474	533.0477	532.5474	533.0477	532.04706	532.0470455	None	532.5474	None	n/a	-99	1	--
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	104	neutral_078.jpg	faces	male	sof_images/faces/neutral_078.jpg	1	1	103	None	None	None	None	128	534.7689	535.26935	534.7689	535.26935	534.26855	534.2685666	None	534.7689	None	n/a	-99	1	--
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	105	leaf.jpg	objects	natural	sof_images/objects/leaf.jpg	1	1	104	None	None	None	None	129	537.0805	537.58093	537.0805	537.58093	536.5802	536.5801879	None	537.0805	None	n/a	-99	1	--
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	106	bluejay.jpg	objects	natural	sof_images/objects/bluejay.jpg	1	1	105	None	None	None	None	117	539.39215	539.8925	539.39215	539.8925	538.8918	538.8918004	None	539.39215	None	n/a	-99	1	--
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	107	neutral_095.jpg	faces	female	sof_images/faces/neutral_095.jpg	1	1	106	None	None	None	None	133	541.57367	542.0741	541.57367	542.0741	541.0733	541.0733074	None	541.57367	None	n/a	-99	1	--
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	108	neutral_095.jpg	faces	female	sof_images/faces/neutral_095.jpg	2	1	107	None	None	None	None	134	543.92535	544.4257	543.92535	544.4257	543.425	543.4249694	j	543.92535	None	j	0.8096245	1	0.8096245
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	109	scissors.jpg	objects	manmade	sof_images/objects/scissors.jpg	1	1	108	None	None	None	None	132	546.297	546.79736	546.297	546.79736	545.79663	545.7966456	None	546.297	None	n/a	-99	1	--
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	110	neutral_033.jpg	faces	male	sof_images/faces/neutral_033.jpg	1	1	109	None	None	None	None	119	548.6486	549.1489	548.6486	549.1489	548.1483	548.1483179	None	548.6486	None	n/a	-99	1	--
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	111	manmade_030.jpg	scenes	manmade	sof_images/scenes/manmade_030.jpg	1	1	110	None	None	None	None	121	550.86017	551.36053	550.86017	551.36053	550.3598	550.3597981	None	550.86017	None	n/a	-99	1	--
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	112	cherrytomato.jpg	objects	natural	sof_images/objects/cherrytomato.jpg	1	1	111	None	None	None	None	111	553.1018	553.6021	553.1018	553.6021	552.6014	552.6013815	None	553.1018	None	n/a	-99	1	--
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	113	neutral_017.jpg	faces	male	sof_images/faces/neutral_017.jpg	1	1	112	None	None	None	None	114	555.2232	555.7235	555.2232	555.7235	554.72284	554.7228447	None	555.2232	None	n/a	-99	1	--
